TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
30467,species,madwag1,Madagascar Wagtail,Motacilla flaviventris,Passeriformes,Motacillidae (Wagtails and Pipits),,
30468,species,grywag,Gray Wagtail,Motacilla cinerea,Passeriformes,Motacillidae (Wagtails and Pipits),,
30472,species,eaywag1,Western Yellow Wagtail,Motacilla flava,Passeriformes,Motacillidae (Wagtails and Pipits),,
30473,form,weywag13,Western Yellow Wagtail (lutea/flavissima),Motacilla flava lutea/flavissima,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30474,issf,weywag14,Western Yellow Wagtail (flavissima),Motacilla flava flavissima,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30475,issf,weywag15,Western Yellow Wagtail (lutea),Motacilla flava lutea,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30476,issf,weywag2,Western Yellow Wagtail (thunbergi),Motacilla flava thunbergi,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30477,form,weywag3,Western Yellow Wagtail (flava/beema),Motacilla flava flava/beema,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30478,issf,weywag16,Western Yellow Wagtail (flava),Motacilla flava flava,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30479,issf,weywag17,Western Yellow Wagtail (beema),Motacilla flava beema,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30480,form,weywag4,Western Yellow Wagtail (iberiae/cinereocapilla/pygmaea),Motacilla flava [cinereocapilla Group],Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30481,issf,weywag18,Western Yellow Wagtail (iberiae),Motacilla flava iberiae,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30482,issf,weywag19,Western Yellow Wagtail (cinereocapilla),Motacilla flava cinereocapilla,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30483,issf,weywag20,Western Yellow Wagtail (pygmaea),Motacilla flava pygmaea,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30484,issf,weywag6,Western Yellow Wagtail (feldegg),Motacilla flava feldegg,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30485,issf,weywag7,Western Yellow Wagtail (leucocephala),Motacilla flava leucocephala,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30486,intergrade,weywag21,Western Yellow Wagtail (Channel Wagtail intergrade),Motacilla flava flava x flavissima,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30487,intergrade,weywag11,Western Yellow Wagtail (superciliaris-type intergrade),Motacilla flava (superciliaris intergrade),Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30488,intergrade,weywag10,Western Yellow Wagtail (dombrowskii-type intergrade),Motacilla flava (dombrowskii intergrade),Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30489,intergrade,weywag12,Western Yellow Wagtail (xanthophrys-type intergrade),Motacilla flava (xanthophrys intergrade),Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag1
30490,species,eaywag,Eastern Yellow Wagtail,Motacilla tschutschensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30491,issf,eaywag2,Eastern Yellow Wagtail (Eastern),Motacilla tschutschensis tschutschensis/plexa,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag
30494,issf,weywag8,Eastern Yellow Wagtail (Green-headed),Motacilla tschutschensis taivana,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag
30495,issf,weywag9,Eastern Yellow Wagtail (Manchurian),Motacilla tschutschensis macronyx,Passeriformes,Motacillidae (Wagtails and Pipits),,eaywag
30496,slash,y00597,Western/Eastern Yellow Wagtail,Motacilla flava/tschutschensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30497,species,citwag,Citrine Wagtail,Motacilla citreola,Passeriformes,Motacillidae (Wagtails and Pipits),,
30498,issf,citwag1,Citrine Wagtail (Gray-backed),Motacilla citreola citreola/werae,Passeriformes,Motacillidae (Wagtails and Pipits),,citwag
30501,issf,citwag2,Citrine Wagtail (Black-backed),Motacilla citreola calcarata,Passeriformes,Motacillidae (Wagtails and Pipits),,citwag
30502,hybrid,x00934,Western Yellow x Citrine Wagtail (hybrid),Motacilla flava x citreola,Passeriformes,Motacillidae (Wagtails and Pipits),,
30503,species,whbwag1,White-browed Wagtail,Motacilla maderaspatensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30504,species,mekwag1,Mekong Wagtail,Motacilla samveasnae,Passeriformes,Motacillidae (Wagtails and Pipits),,
30505,species,japwag1,Japanese Wagtail,Motacilla grandis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30506,species,afpwag1,African Pied Wagtail,Motacilla aguimp,Passeriformes,Motacillidae (Wagtails and Pipits),,
30509,species,whiwag,White Wagtail,Motacilla alba,Passeriformes,Motacillidae (Wagtails and Pipits),,
30510,issf,whiwag1,White Wagtail (White-faced),Motacilla alba alba/dukhunensis,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30513,issf,whiwag3,White Wagtail (British),Motacilla alba yarrellii,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30514,issf,whiwag2,White Wagtail (ocularis),Motacilla alba ocularis,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30515,issf,whiwag4,White Wagtail (Moroccan),Motacilla alba subpersonata,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30516,issf,whiwag5,White Wagtail (Masked),Motacilla alba personata,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30517,issf,whiwag7,White Wagtail (Transbaikalian),Motacilla alba baicalensis,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30518,issf,bkbwag,White Wagtail (Black-backed),Motacilla alba lugens,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30519,issf,whiwag8,White Wagtail (Chinese),Motacilla alba leucopsis,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30520,issf,whiwag6,White Wagtail (Hodgson's),Motacilla alba alboides,Passeriformes,Motacillidae (Wagtails and Pipits),,whiwag
30521,slash,y00917,White-browed/White Wagtail,Motacilla maderaspatensis/alba,Passeriformes,Motacillidae (Wagtails and Pipits),,
30522,spuh,wagtai1,wagtail sp.,Motacilla sp.,Passeriformes,Motacillidae (Wagtails and Pipits),,
30523,species,rtweye1,Madanga,Madanga ruficollis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30524,species,auspip1,Australasian Pipit,Anthus novaeseelandiae,Passeriformes,Motacillidae (Wagtails and Pipits),,
30525,issf,auspip2,Australasian Pipit (Australian),Anthus novaeseelandiae [australis Group],Passeriformes,Motacillidae (Wagtails and Pipits),,auspip1
30531,issf,auspip3,Australasian Pipit (New Zealand),Anthus novaeseelandiae [novaeseelandiae Group],Passeriformes,Motacillidae (Wagtails and Pipits),,auspip1
30536,species,ricpip1,Richard's Pipit,Anthus richardi,Passeriformes,Motacillidae (Wagtails and Pipits),,
30542,species,oripip1,Paddyfield Pipit,Anthus rufulus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30549,slash,y00918,Richard's/Paddyfield Pipit,Anthus richardi/rufulus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30550,species,afrpip1,African Pipit,Anthus cinnamomeus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30551,issf,afrpip2,African Pipit (Cameroon),Anthus cinnamomeus camaroonensis,Passeriformes,Motacillidae (Wagtails and Pipits),,afrpip1
30552,issf,afrpip3,African Pipit (Yemen),Anthus cinnamomeus eximius,Passeriformes,Motacillidae (Wagtails and Pipits),,afrpip1
30553,issf,afrpip4,African Pipit (African),Anthus cinnamomeus [cinnamomeus Group],Passeriformes,Motacillidae (Wagtails and Pipits),,afrpip1
30564,issf,jacpip1,African Pipit (Jackson's),Anthus cinnamomeus latistriatus,Passeriformes,Motacillidae (Wagtails and Pipits),,afrpip1
30565,issf,afrpip5,African Pipit (Etosha),Anthus cinnamomeus grotei,Passeriformes,Motacillidae (Wagtails and Pipits),,afrpip1
30566,species,moupip1,Mountain Pipit,Anthus hoeschi,Passeriformes,Motacillidae (Wagtails and Pipits),,
30567,species,woopip1,Woodland Pipit,Anthus nyassae,Passeriformes,Motacillidae (Wagtails and Pipits),,
30572,species,lobpip1,Long-billed Pipit,Anthus similis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30573,issf,lobpip3,Long-billed Pipit (West African),Anthus similis bannermani,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30574,issf,lobpip4,Long-billed Pipit (Middle Eastern),Anthus similis captus,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30575,issf,lobpip5,Long-billed Pipit (Arabian),Anthus similis arabicus,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30576,issf,lobpip6,Long-billed Pipit (Socotra),Anthus similis sokotrae,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30577,issf,lobpip2,Long-billed Pipit (Nairobi),Anthus similis chyuluensis,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30578,issf,lobpip7,Long-billed Pipit (Nicholson's),Anthus similis [nicholsoni Group],Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30589,issf,lobpip8,Long-billed Pipit (Persian),Anthus similis jerdoni/decaptus,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30592,issf,lobpip9,Long-billed Pipit (Indian),Anthus similis similis/travancoriensis,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30595,issf,lobpip10,Long-billed Pipit (Burmese),Anthus similis yamethini,Passeriformes,Motacillidae (Wagtails and Pipits),,lobpip1
30596,species,blypip1,Blyth's Pipit,Anthus godlewskii,Passeriformes,Motacillidae (Wagtails and Pipits),,
30597,slash,y01013,Richard's/Blyth's Pipit,Anthus richardi/godlewskii,Passeriformes,Motacillidae (Wagtails and Pipits),,
30598,species,tawpip1,Tawny Pipit,Anthus campestris,Passeriformes,Motacillidae (Wagtails and Pipits),,
30602,species,plbpip1,Plain-backed Pipit,Anthus leucophrys,Passeriformes,Motacillidae (Wagtails and Pipits),,
30610,species,bufpip1,Buffy Pipit,Anthus vaalensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30619,species,lolpip1,Long-legged Pipit,Anthus pallidiventris,Passeriformes,Motacillidae (Wagtails and Pipits),,
30622,species,nilpip1,Nilgiri Pipit,Anthus nilghiriensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30623,species,uplpip1,Upland Pipit,Anthus sylvanus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30624,species,berpip1,Berthelot's Pipit,Anthus berthelotii,Passeriformes,Motacillidae (Wagtails and Pipits),,
30627,species,malpip1,Malindi Pipit,Anthus melindae,Passeriformes,Motacillidae (Wagtails and Pipits),,
30630,species,strpip1,Striped Pipit,Anthus lineiventris,Passeriformes,Motacillidae (Wagtails and Pipits),,
30633,species,yetpip1,Yellow-tufted Pipit,Anthus crenatus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30634,species,alppip1,Alpine Pipit,Anthus gutturalis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30638,species,meapip1,Meadow Pipit,Anthus pratensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30641,species,rospip1,Rosy Pipit,Anthus roseatus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30642,species,trepip,Tree Pipit,Anthus trivialis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30645,slash,y00672,Meadow/Tree Pipit,Anthus pratensis/trivialis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30646,species,olbpip,Olive-backed Pipit,Anthus hodgsoni,Passeriformes,Motacillidae (Wagtails and Pipits),,
30649,slash,y00758,Tree/Olive-backed Pipit,Anthus trivialis/hodgsoni,Passeriformes,Motacillidae (Wagtails and Pipits),,
30650,species,pecpip,Pechora Pipit,Anthus gustavi,Passeriformes,Motacillidae (Wagtails and Pipits),,
30651,issf,pecpip1,Pechora Pipit (Pechora),Anthus gustavi gustavi/stejnegeri,Passeriformes,Motacillidae (Wagtails and Pipits),,pecpip
30654,issf,pecpip2,Pechora Pipit (Menzbier's),Anthus gustavi menzbieri,Passeriformes,Motacillidae (Wagtails and Pipits),,pecpip
30655,species,retpip,Red-throated Pipit,Anthus cervinus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30656,species,watpip1,Water Pipit,Anthus spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),,
30657,issf,watpip2,Water Pipit (Western),Anthus spinoletta spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),,watpip1
30658,issf,watpip3,Water Pipit (Caucasian),Anthus spinoletta coutellii,Passeriformes,Motacillidae (Wagtails and Pipits),,watpip1
30659,issf,watpip4,Water Pipit (Blakiston's),Anthus spinoletta blakistoni,Passeriformes,Motacillidae (Wagtails and Pipits),,watpip1
30660,slash,y00671,Meadow/Water Pipit,Anthus pratensis/spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),,
30661,species,rocpip1,Rock Pipit,Anthus petrosus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30662,issf,rocpip3,Rock Pipit (Western),Anthus petrosus petrosus/kleinschmidti,Passeriformes,Motacillidae (Wagtails and Pipits),,rocpip1
30665,issf,rocpip2,Rock Pipit (Eastern),Anthus petrosus littoralis,Passeriformes,Motacillidae (Wagtails and Pipits),,rocpip1
30666,slash,y00759,Water/Rock Pipit,Anthus spinoletta/petrosus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30667,species,amepip,American Pipit,Anthus rubescens,Passeriformes,Motacillidae (Wagtails and Pipits),,
30668,issf,sibpip1,American Pipit (japonicus),Anthus rubescens japonicus,Passeriformes,Motacillidae (Wagtails and Pipits),,amepip
30669,issf,amepip2,American Pipit (rubescens Group),Anthus rubescens [rubescens Group],Passeriformes,Motacillidae (Wagtails and Pipits),,amepip
30673,slash,y00760,Water/American Pipit,Anthus spinoletta/rubescens,Passeriformes,Motacillidae (Wagtails and Pipits),,
30674,species,sprpip,Sprague's Pipit,Anthus spragueii,Passeriformes,Motacillidae (Wagtails and Pipits),,
30675,species,yelpip2,Yellowish Pipit,Anthus lutescens,Passeriformes,Motacillidae (Wagtails and Pipits),,
30678,species,yelpip3,Peruvian Pipit,Anthus peruvianus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30679,species,shbpip1,Short-billed Pipit,Anthus furcatus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30680,issf,shbpip3,Short-billed Pipit (Puna),Anthus furcatus brevirostris,Passeriformes,Motacillidae (Wagtails and Pipits),,shbpip1
30681,issf,shbpip2,Short-billed Pipit (Fork-tailed),Anthus furcatus furcatus,Passeriformes,Motacillidae (Wagtails and Pipits),,shbpip1
30682,species,chapip1,Pampas Pipit,Anthus chacoensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30683,species,corpip1,Correndera Pipit,Anthus correndera,Passeriformes,Motacillidae (Wagtails and Pipits),,
30684,issf,corpip2,Correndera Pipit (Correndera),Anthus correndera [correndera Group],Passeriformes,Motacillidae (Wagtails and Pipits),,corpip1
30689,issf,corpip3,Correndera Pipit (Falklands),Anthus correndera grayi,Passeriformes,Motacillidae (Wagtails and Pipits),,corpip1
30690,species,sogpip1,South Georgia Pipit,Anthus antarcticus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30691,species,ocbpip1,Ochre-breasted Pipit,Anthus nattereri,Passeriformes,Motacillidae (Wagtails and Pipits),,
30692,species,helpip1,Hellmayr's Pipit,Anthus hellmayri,Passeriformes,Motacillidae (Wagtails and Pipits),,
30696,species,parpip1,Paramo Pipit,Anthus bogotensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30697,issf,parpip2,Paramo Pipit (meridae),Anthus bogotensis meridae,Passeriformes,Motacillidae (Wagtails and Pipits),,parpip1
30698,issf,parpip3,Paramo Pipit (bogotensis Group),Anthus bogotensis [bogotensis Group],Passeriformes,Motacillidae (Wagtails and Pipits),,parpip1
30702,species,shtpip1,Short-tailed Pipit,Anthus brachyurus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30705,species,buspip1,Bush Pipit,Anthus caffer,Passeriformes,Motacillidae (Wagtails and Pipits),,
30711,species,sokpip1,Sokoke Pipit,Anthus sokokensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30712,spuh,pipit1,pipit sp.,Anthus sp.,Passeriformes,Motacillidae (Wagtails and Pipits),,
30713,species,golpip1,Golden Pipit,Tmetothylacus tenellus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30714,species,yebpip2,Yellow-breasted Pipit,Hemimacronyx chloris,Passeriformes,Motacillidae (Wagtails and Pipits),,
30715,species,shalon1,Sharpe's Longclaw,Hemimacronyx sharpei,Passeriformes,Motacillidae (Wagtails and Pipits),,
30716,species,ortlon1,Orange-throated Longclaw,Macronyx capensis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30720,species,yetlon1,Yellow-throated Longclaw,Macronyx croceus,Passeriformes,Motacillidae (Wagtails and Pipits),,
30721,species,fuelon2,Fülleborn's Longclaw,Macronyx fuelleborni,Passeriformes,Motacillidae (Wagtails and Pipits),,
30724,species,abylon1,Abyssinian Longclaw,Macronyx flavicollis,Passeriformes,Motacillidae (Wagtails and Pipits),,
30725,species,panlon1,Pangani Longclaw,Macronyx aurantiigula,Passeriformes,Motacillidae (Wagtails and Pipits),,
30726,species,rotlon1,Rosy-throated Longclaw,Macronyx ameliae,Passeriformes,Motacillidae (Wagtails and Pipits),,
30730,species,grilon1,Grimwood's Longclaw,Macronyx grimwoodi,Passeriformes,Motacillidae (Wagtails and Pipits),,
30731,spuh,longcl1,longclaw sp.,Macronyx sp.,Passeriformes,Motacillidae (Wagtails and Pipits),,
30732,species,comcha,Common Chaffinch,Fringilla coelebs,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",
30733,issf,comcha3,Common Chaffinch (Common),Fringilla coelebs [coelebs Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,comcha
30743,issf,comcha5,Common Chaffinch (Azores/Madeira),Fringilla coelebs moreletti/maderensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,comcha
30746,issf,comcha4,Common Chaffinch (Canary Is.),Fringilla coelebs canariensis/ombriosa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,comcha
30749,issf,comcha6,Common Chaffinch (La Palma),Fringilla coelebs palmae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,comcha
30750,issf,comcha1,Common Chaffinch (African),Fringilla coelebs africana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,comcha
30751,issf,comcha2,Common Chaffinch (Tunisian),Fringilla coelebs spodiogenys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,comcha
30752,species,blucha2,Tenerife Blue Chaffinch,Fringilla teydea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30753,species,blucha3,Gran Canaria Blue Chaffinch,Fringilla polatzeki,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30754,species,brambl,Brambling,Fringilla montifringilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30755,slash,y01056,Common Chaffinch/Brambling,Fringilla coelebs/montifringilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30756,species,blnchl1,Blue-naped Chlorophonia,Chlorophonia cyanea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30764,species,chbchl1,Chestnut-breasted Chlorophonia,Chlorophonia pyrrhophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30765,species,yecchl1,Yellow-collared Chlorophonia,Chlorophonia flavirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30766,species,blcchl1,Blue-crowned Chlorophonia,Chlorophonia occipitalis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30767,species,gobchl1,Golden-browed Chlorophonia,Chlorophonia callophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30768,species,jameup1,Jamaican Euphonia,Euphonia jamaica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30769,species,plueup1,Plumbeous Euphonia,Euphonia plumbea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30770,species,screup1,Scrub Euphonia,Euphonia affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30771,issf,screup2,Scrub Euphonia (Scrub),Euphonia affinis affinis/olmecorum,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,screup1
30774,issf,screup3,Scrub Euphonia (Godman's),Euphonia affinis godmani,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,screup1
30775,species,puteup1,Purple-throated Euphonia,Euphonia chlorotica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30781,species,yeceup1,Yellow-crowned Euphonia,Euphonia luteicapilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30782,species,trieup1,Trinidad Euphonia,Euphonia trinitatis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30783,species,vefeup1,Velvet-fronted Euphonia,Euphonia concinna,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30784,species,orceup1,Orange-crowned Euphonia,Euphonia saturata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30785,species,fineup1,Finsch's Euphonia,Euphonia finschi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30786,species,vioeup1,Violaceous Euphonia,Euphonia violacea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30790,species,thbeup1,Thick-billed Euphonia,Euphonia laniirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30791,issf,thbeup2,Thick-billed Euphonia (Black-tailed),Euphonia laniirostris melanura/crassirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,thbeup1
30794,issf,thbeup3,Thick-billed Euphonia (Thick-billed),Euphonia laniirostris [laniirostris Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,thbeup1
30798,species,yeteup1,Yellow-throated Euphonia,Euphonia hirundinacea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30801,species,gnteup1,Green-throated Euphonia,Euphonia chalybea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30802,species,anteup1,Antillean Euphonia,Euphonia musica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30803,issf,anteup2,Antillean Euphonia (Hispaniolan),Euphonia musica musica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,anteup1
30804,issf,anteup3,Antillean Euphonia (Puerto Rican),Euphonia musica sclateri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,anteup1
30805,issf,anteup4,Antillean Euphonia (Lesser),Euphonia musica flavifrons,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,anteup1
30806,species,eleeup1,Elegant Euphonia,Euphonia elegantissima,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30810,species,goreup1,Golden-rumped Euphonia,Euphonia cyanocephala,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30814,species,fuveup1,Fulvous-vented Euphonia,Euphonia fulvicrissa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30818,species,gobeup1,Golden-bellied Euphonia,Euphonia chrysopasta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30821,species,brgeup1,Bronze-green Euphonia,Euphonia mesochrysa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30825,species,spceup1,Spot-crowned Euphonia,Euphonia imitans,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30826,species,olbeup1,Olive-backed Euphonia,Euphonia gouldi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30829,species,whveup1,White-vented Euphonia,Euphonia minuta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30832,species,taceup1,Tawny-capped Euphonia,Euphonia anneae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30835,species,orbeup1,Orange-bellied Euphonia,Euphonia xanthogaster,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30847,species,rubeup1,Rufous-bellied Euphonia,Euphonia rufiventris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30848,species,goseup1,Golden-sided Euphonia,Euphonia cayennensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30849,species,chbeup1,Chestnut-bellied Euphonia,Euphonia pectoralis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30850,spuh,euphon1,euphonia sp.,Euphonia sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30851,species,baygro1,Black-and-yellow Grosbeak,Mycerobas icterioides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30852,species,colgro1,Collared Grosbeak,Mycerobas affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30853,slash,y01064,Black-and-yellow/Collared Grosbeak,Mycerobas icterioides/affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30854,species,spwgro1,Spot-winged Grosbeak,Mycerobas melanozanthos,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30855,species,whwgro1,White-winged Grosbeak,Mycerobas carnipes,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30858,spuh,mycero1,Mycerobas sp.,Mycerobas sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30859,species,hoogro1,Hooded Grosbeak,Coccothraustes abeillei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30864,species,evegro,Evening Grosbeak,Coccothraustes vespertinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30868,form,evegro1,Evening Grosbeak (type 1),Coccothraustes vespertinus (type 1),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,evegro
30869,form,evegro2,Evening Grosbeak (type 2),Coccothraustes vespertinus (type 2),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,evegro
30870,form,evegro3,Evening Grosbeak (type 3),Coccothraustes vespertinus (type 3),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,evegro
30871,form,evegro4,Evening Grosbeak (type 4),Coccothraustes vespertinus (type 4),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,evegro
30872,form,evegro5,Evening Grosbeak (Mexican or type 5),Coccothraustes vespertinus (type 5),Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,evegro
30873,species,hawfin,Hawfinch,Coccothraustes coccothraustes,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30879,species,yebgro1,Yellow-billed Grosbeak,Eophona migratoria,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30882,species,japgro1,Japanese Grosbeak,Eophona personata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30885,species,poouli,Poo-uli,Melamprosops phaeosoma,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30886,species,akikik,Akikiki,Oreomystis bairdi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30887,species,oahala,Oahu Alauahio,Paroreomyza maculata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30888,species,kakawa,Kakawahie,Paroreomyza flammea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
